index,distance
0,32,
1,35,
2,32,
3,34,
4,33,
5,32,
6,32,
7,32,
8,31,
9,32,
10,32,
11,32,
12,32,
13,31,
14,31,
15,32,
16,31,
17,29,
18,33,
19,30,
20,31,
21,31,
22,33,
23,31,
24,33,
25,32,
26,31,
27,30,
28,34,
29,34,
30,32,
31,31,
32,32,
33,34,
34,33,
35,31,
36,31,
37,32,
38,32,
39,32,
40,32,
41,33,
42,33,
43,32,
44,31,
45,32,
46,31,
47,32,
48,31,
49,31,
50,33,
51,32,
52,33,
53,32,
54,32,
55,31,
56,33,
57,33,
58,35,
59,32,
60,31,
61,34,
62,32,
63,32,
64,31,
65,32,
66,32,
67,32,
68,32,
69,32,
70,33,
71,30,
72,32,
73,32,
74,33,
75,32,
76,32,
77,32,
78,31,
79,32,
80,31,
81,33,
82,33,
83,32,
84,32,
85,32,
86,31,
87,31,
88,30,
89,32,
90,32,
91,33,
92,33,
93,32,
94,32,
95,31,
96,31,
97,31,
98,32,
99,33,
