index,valore,media,devstd
0,30,33.077148,18.173730637782803
1,47,38.657519,13.29906269220208
2,64,58.564069,15.672946178864718
3,81,83.294815,30.299979833923114
4,98,90.64009200000001,24.660226374248765
5,115,113.445338,17.10393658141066
6,132,116.153064,42.00227198992377
7,149,137.007016,44.218112319092405
8,166,161.93366699999999,21.998598258623197
9,183,180.209818,16.407372954480277
