valore,media,devstd,error
20,30.54,0.9891045238989277,10.54
21,31.653333333333332,1.0725312582337716,10.653333333333332
22,32.623333333333335,1.0544326989480768,10.623333333333335
23,33.49,1.0489204515655008,10.490000000000002
24,34.70666666666666,0.9220209493239272,10.706666666666663
25,35.81333333333333,1.1177298221873264,10.813333333333333
26,36.74,1.0845833625102839,10.740000000000002
27,37.75333333333333,1.0405598355983299,10.75333333333333
28,38.49333333333333,1.0896083593711983,10.493333333333332
29,39.49666666666667,1.0957452934186176,10.49666666666667
30,40.63,1.1183031819184648,10.630000000000003
31,41.6,1.0911624313112218,10.600000000000001
32,42.37,1.106275803697321,10.369999999999997
33,43.7,1.1317846327148546,10.700000000000003
34,44.583333333333336,1.225313647194966,10.583333333333336
35,45.63333333333333,1.1790629841634004,10.633333333333333
36,47.03,1.227785890935359,11.030000000000001
37,48.02333333333333,1.1578388741171826,11.023333333333333
38,49.35666666666667,1.2548723324671427,11.35666666666667
39,50.556666666666665,1.274966937294009,11.556666666666665
40,51.26,1.26665493158913,11.259999999999998
41,52.97666666666667,1.2681283006246011,11.976666666666667
42,53.49,1.186560753355968,11.490000000000002
43,54.81666666666667,1.177998794320389,11.81666666666667
44,55.63,1.2019076253187395,11.630000000000003
45,56.723333333333336,1.1003749234371527,11.723333333333336
46,57.46,1.2082769179157122,11.46
47,58.87,1.1478203861214467,11.869999999999997
48,59.53,1.1720404983471715,11.530000000000001
49,60.75,1.0823145024780216,11.75
50,61.45,1.1627582246379558,11.450000000000003
51,62.36333333333334,1.1470431183147094,11.363333333333337
52,63.53,1.174890587661927,11.530000000000001
53,64.15666666666667,1.1238322317734077,11.156666666666666
54,65.32,1.1321982643066526,11.319999999999993
55,66.33666666666667,1.1752700773601,11.336666666666673
56,67.16666666666667,1.0875806457879482,11.166666666666671
57,68.14,1.1937966751805942,11.14
58,69.07,1.096558922982211,11.069999999999993
59,70.05666666666667,1.2241120823639968,11.056666666666672
60,70.85,1.1827211976785261,10.849999999999994
61,71.94333333333333,1.1824195287752082,10.943333333333328
62,73.15,1.154096962707685,11.150000000000006
63,73.76333333333334,1.2324984368665477,10.763333333333335
64,74.52333333333333,1.2387779427836585,10.523333333333326
65,75.43666666666667,1.2210482182917817,10.436666666666667
66,76.46,1.1602675276788337,10.459999999999994
67,77.63666666666667,1.1955836607511297,10.63666666666667
68,78.51333333333334,1.0833903595315844,10.513333333333335
69,79.58666666666667,1.1373069561897295,10.586666666666673
70,80.41,1.125220156830561,10.409999999999997
71,81.17666666666666,1.153207924565133,10.176666666666662
72,81.90333333333334,1.1569141671660526,9.903333333333336
73,82.92333333333333,1.1082491942145258,9.923333333333332
74,83.85666666666667,1.134495109170298,9.85666666666667
75,84.93666666666667,1.1505366883007144,9.936666666666667
76,85.64666666666666,1.1631848026744498,9.646666666666661
77,86.42666666666666,1.228679943503371,9.426666666666662
78,87.57333333333334,1.1729770412729315,9.573333333333338
79,88.71666666666667,1.2253136471949662,9.716666666666669
80,89.85,1.3342040078069621,9.849999999999994
81,90.85333333333334,1.3131018023621697,9.853333333333339
82,92.05666666666667,1.3928108134617116,10.056666666666672
83,93.26333333333334,1.3977964821726145,10.263333333333335
84,94.21333333333334,1.421698389223946,10.213333333333338
85,95.42333333333333,1.4893565159695956,10.423333333333332
86,96.57333333333334,1.4714526150088139,10.573333333333338
87,97.75666666666666,1.4014286388019919,10.75666666666666
88,99.01666666666667,1.4340772226384897,11.016666666666666
89,100.30666666666667,1.3901067867195798,11.306666666666672
90,101.36,1.4296431717957485,11.36
91,102.39,1.4462152196469449,11.39
92,102.98,1.3708381831619352,10.980000000000004
93,104.41666666666667,1.3173865212521387,11.416666666666671
94,105.63666666666667,1.3848157293432015,11.63666666666667
95,106.34,1.2367288820752902,11.340000000000003
96,107.71333333333334,1.2871199691321258,11.713333333333338
97,108.55,1.2216689062049342,11.549999999999997
98,109.33333333333333,1.3447117614169959,11.333333333333329
99,110.39666666666666,1.2824994757268668,11.396666666666661
100,111.69666666666667,1.2871849280577177,11.696666666666673
101,112.02,1.3033016986583545,11.019999999999996
102,113.33333333333333,1.2626174791086668,11.333333333333329
103,114.34333333333333,1.2262958699914481,11.343333333333334
104,114.96666666666667,1.271854657493608,10.966666666666669
105,115.71333333333334,1.2608680275237616,10.713333333333338
106,116.85333333333334,1.2743240934731805,10.853333333333339
107,117.89,1.167236681899565,10.89
108,118.92666666666666,1.291063530202504,10.926666666666662
109,119.65333333333334,1.3463025877372623,10.653333333333336
110,120.64,1.3650192643231247,10.64
111,121.38666666666667,1.2711707750547918,10.38666666666667
112,122.50666666666666,1.2918404421530403,10.50666666666666
113,123.17,1.2515274947975028,10.170000000000002
114,124.29666666666667,1.2411515133748705,10.296666666666667
115,125.04,1.2423949253364135,10.040000000000006
116,125.88333333333334,1.2761206193011592,9.88333333333334
117,126.91,1.2384179140200962,9.909999999999997
118,127.68,1.2739741101940871,9.680000000000007
119,128.72,1.3957412530569373,9.719999999999999
120,129.82333333333332,1.3582851999870653,9.823333333333323
121,130.87666666666667,1.4358485618374446,9.876666666666665
122,131.72333333333333,1.4446726801359977,9.72333333333333
123,132.76333333333332,1.4769088511949597,9.763333333333321
124,133.89333333333335,1.468267090730189,9.893333333333345
125,135.24,1.3960287679952137,10.240000000000009
126,136.09,1.4613985146869066,10.090000000000003
127,137.03666666666666,1.4908827340352324,10.036666666666662
128,138.17333333333335,1.5002638192375588,10.173333333333346
129,139.37666666666667,1.4635329347367234,10.376666666666665
130,140.58,1.3251869307149815,10.580000000000013
