valore,media,devstd,error
20,30.62541806020067,1.149915116129711,10.62541806020067
25,35.474916387959865,1.1181268386072105,10.474916387959865
30,40.33444816053512,1.259267902722507,10.334448160535118
35,45.76588628762542,1.2922225276056785,10.76588628762542
40,51.197324414715716,1.2944873561403722,11.197324414715716
45,56.61538461538461,1.2675204759465337,11.615384615384613
50,61.618729096989966,1.2241078343527088,11.618729096989966
55,66.36789297658864,1.2282084029695461,11.367892976588635
60,71.07692307692308,1.22506097537708,11.07692307692308
65,76.23411371237458,1.2580106274209122,11.23411371237458
70,80.72240802675586,1.2558051325512514,10.722408026755858
75,85.30434782608695,1.197458645411227,10.304347826086953
80,89.85284280936455,1.35795578158436,9.852842809364546
85,95.17391304347827,1.5467616330450433,10.173913043478265
90,100.85953177257525,1.7028404364001535,10.859531772575252
95,106.8695652173913,1.623974166115006,11.869565217391298
100,112.2809364548495,1.4659460351007667,12.280936454849495
105,116.73578595317726,1.530590852159641,11.735785953177256
110,121.40468227424749,1.44244554270795,11.404682274247492
115,126.18060200668896,1.5589614203684778,11.180602006688957
120,130.58862876254182,1.490913572673937,10.588628762541816
125,135.63545150501673,1.6519910846555088,10.635451505016732
130,141.10702341137124,1.647221833241183,11.107023411371244
135,145.55518394648828,1.7702230027521852,10.555183946488285
140,150.72909698996656,1.6292799663293551,10.729096989966564
145,155.73244147157192,1.763343489177498,10.732441471571917
150,160.22408026755852,1.5885355018114529,10.22408026755852
155,166.90635451505017,1.8996449036078749,11.906354515050168
160,170.08361204013377,2.1432817612349684,10.083612040133772
165,176.91638795986623,1.8345214058656774,11.916387959866228
170,181.13377926421404,2.3147099122693207,11.133779264214041
