valore,media,devstd
0,20,14.985,0.8824218615314009
1,30,25.2,0.9350785310852144
2,40,35.74,1.1129209157995552
3,50,46.38,1.1800689869962482
4,60,56.83,1.1078069240190378
5,70,66.035,1.1920064584493342
6,80,76.12,1.2219105231698293
7,90,83.81,1.3009080709432261
