distance
147.8
150.8
151.8
146.8
148.8
148.8
147.8
148.8
148.8
146.8
145.8
148.8
151.8
151.8
150.8
146.8
149.8
146.8
145.8
148.8
150.8
150.8
145.8
151.8
149.8
149.8
147.8
146.8
149.8
148.8
148.8
149.8
146.8
148.8
148.8
149.8
149.8
148.8
149.8
146.8
146.8
149.8
151.8
149.8
148.8
147.8
147.8
147.8
151.8
147.8
146.8
147.8
147.8
148.8
149.8
149.8
150.8
151.8
150.8
147.8
147.8
148.8
147.8
144.8
147.8
145.8
150.8
147.8
149.8
150.8
147.8
146.8
148.8
150.8
148.8
148.8
149.8
145.8
147.8
150.8
149.8
149.8
149.8
146.8
148.8
150.8
147.8
148.8
147.8
148.8
148.8
148.8
148.8
148.8
150.8
149.8
148.8
150.8
149.8
145.8
147.8
146.8
147.8
148.8
149.8
147.8
148.8
150.8
148.8
148.8
144.8
151.8
150.8
146.8
150.8
150.8
149.8
145.8
147.8
147.8
150.8
147.8
145.8
150.8
147.8
146.8
147.8
150.8
147.8
151.8
147.8
149.8
149.8
148.8
149.8
149.8
147.8
149.8
148.8
146.8
147.8
147.8
148.8
147.8
146.8
149.8
147.8
150.8
147.8
148.8
147.8
147.8
148.8
148.8
149.8
148.8
147.8
147.8
149.8
146.8
148.8
151.8
146.8
146.8
145.8
152.8
146.8
150.8
145.8
148.8
148.8
148.8
147.8
146.8
147.8
148.8
147.8
146.8
148.8
146.8
150.8
147.8
147.8
148.8
145.8
147.8
148.8
148.8
148.8
149.8
149.8
149.8
148.8
148.8
149.8
149.8
147.8
146.8
149.8
146.8
