distance
138
137
138
138
137
137
139
139
136
136
138
140
136
139
138
138
137
139
137
136
137
137
138
135
138
134
140
135
139
137
136
135
135
140
134
136
138
137
140
137
137
139
137
138
136
136
139
136
139
137
138
136
134
136
138
137
137
135
138
136
136
137
137
135
137
137
137
133
136
136
139
136
138
138
137
137
136
135
137
136
135
137
137
137
138
137
136
137
136
136
137
135
138
136
138
135
138
137
137
137
137
137
140
136
137
138
138
138
138
137
137
137
134
140
137
137
137
138
138
136
139
137
136
138
137
135
139
136
134
138
138
136
135
137
137
139
138
138
139
138
138
138
136
136
139
136
139
137
134
138
138
137
136
138
139
138
137
135
135
137
137
139
140
139
136
135
135
139
138
137
136
133
138
137
138
139
139
138
138
135
137
137
138
137
138
140
134
138
136
138
137
140
137
137
136
139
138
135
136
137
