index,distance
0,162.93
1,168.41
2,103.24
3,144.23
4,171.16
5,167.73
6,176.82
7,167.38
8,156.58
9,167.73
10,184.19
11,163.1
12,189.16
13,163.1
14,194.31
15,167.73
16,167.38
17,148.52
18,197.57
19,167.73
20,167.73
21,154.52
22,198.94
23,167.73
24,216.43
25,111.13
26,167.38
27,163.44
28,149.72
29,163.27
30,188.48
31,163.1
32,171.84
33,163.27
34,167.21
35,172.87
36,167.9
37,163.1
38,178.19
39,179.05
40,163.27
41,166.53
42,146.29
43,167.38
44,167.38
45,164.47
46,138.23
47,149.72
48,163.27
49,172.87
50,136.51
51,163.1
52,167.9
53,189.68
54,167.73
55,142
56,167.73
57,148.86
58,167.73
59,171.5
60,141.14
61,171.16
62,146.8
63,213.35
64,171.5
65,171.33
66,105.13
67,113.7
68,167.73
69,163.1
70,151.95
71,163.1
72,163.27
73,163.1
74,163.27
75,169.27
76,195.34
77,132.05
78,167.21
79,167.73
80,96.726
81,163.1
82,163.27
83,135.83
84,167.9
85,135.14
86,167.56
87,167.38
88,211.8
89,163.1
90,163.1
91,167.56
92,143.89
93,167.38
94,173.39
95,166.35
96,167.73
97,158.12
98,167.73
99,167.73
100,137.2
101,146.29
102,167.38
103,163.1
104,145.6
105,167.73
106,179.22
107,122.79
108,167.73
109,179.73
110,167.73
111,167.73
112,167.73
113,142.17
114,167.38
115,177.67
116,167.73
117,171.16
118,194.48
119,131.03
120,163.1
121,167.73
122,104.44
123,163.27
124,167.73
125,149.72
126,167.73
127,183.68
128,172.87
129,142.35
130,176.99
131,167.21
132,167.21
133,185.22
134,149.72
135,167.73
136,167.73
137,167.73
138,151.09
139,167.73
140,180.25
141,167.73
142,170.64
143,194.82
144,133.77
145,167.9
146,167.73
147,115.93
148,167.21
149,167.38
150,153.15
151,163.27
152,183.68
153,174.24
154,167.38
155,184.88
156,163.1
157,167.21
158,167.38
159,150.06
160,167.73
161,178.87
162,167.73
163,149.55
164,206.83
165,172.7
166,167.73
167,169.96
168,167.9
169,163.1
170,163.1
171,167.38
172,149.21
173,167.38
174,171.33
175,168.76
176,163.27
177,167.73
178,167.73
179,155.89
180,167.21
181,163.1
182,175.96
183,170.99
184,167.38
185,163.1
186,152.46
187,167.73
188,163.1
189,180.08
190,169.27
191,167.38
192,167.9
193,154.52
194,163.1
195,167.21
196,163.1
197,150.75
198,167.21
199,167.21
