distance
112
114
111
112
114
114
110
112
111
112
111
112
112
112
111
114
114
113
110
111
110
112
113
112
114
114
114
112
111
112
111
111
110
111
112
111
113
112
112
113
112
113
115
111
112
111
113
111
114
112
112
111
113
113
111
114
113
112
112
111
111
114
112
112
110
113
110
112
113
114
109
112
110
113
113
112
114
112
110
113
113
113
109
111
112
113
112
111
113
112
112
112
113
112
112
113
115
113
112
114
113
113
111
112
114
112
113
113
114
113
111
112
112
110
112
113
113
114
114
113
114
113
111
112
114
113
113
114
113
113
113
109
113
112
112
111
111
113
113
112
112
113
112
111
112
112
112
113
111
111
112
114
115
111
113
112
111
112
112
114
114
116
111
112
113
115
113
113
113
111
112
112
110
113
112
114
111
113
110
111
111
111
113
115
114
113
112
111
113
114
111
112
111
110
113
112
113
114
111
112
113
114
111
112
111
112
115
111
112
112
112
110
111
112
110
112
111
112
109
113
112
112
111
114
114
113
111
110
112
110
111
112
113
111
112
112
113
113
113
115
111
111
114
114
112
110
112
111
113
113
111
111
112
112
110
112
110
114
111
113
114
110
113
112
113
111
110
113
112
112
112
111
111
110
113
110
114
113
112
111
113
113
112
113
114
112
109
113
111
112
113
111
111
114
111
111
112
112
111
111
