index,distance
0,45
1,47
2,46
3,45
4,47
5,47
6,46
7,46
8,46
9,46
10,45
11,46
12,47
13,44
14,46
15,44
16,45
17,46
18,44
19,45
20,45
21,45
22,44
23,44
24,45
25,45
26,46
27,46
28,46
29,45
30,44
31,46
32,46
33,46
34,45
35,46
36,46
37,45
38,45
39,47
40,45
41,48
42,46
43,47
44,43
45,45
46,48
47,46
48,45
49,48
50,45
51,44
52,45
53,46
54,44
55,47
56,44
57,45
58,47
59,45
60,47
61,46
62,48
63,45
64,47
65,45
66,46
67,46
68,45
69,46
70,47
71,46
72,44
73,46
74,45
75,43
76,44
77,47
78,43
79,44
80,47
81,46
82,45
83,45
84,42
85,45
86,47
87,45
88,44
89,47
90,45
91,47
92,46
93,44
94,49
95,47
96,47
97,46
98,45
99,47
100,46
101,47
102,48
103,48
104,48
105,47
106,48
107,48
108,47
109,46
110,47
111,46
112,47
113,46
114,49
115,47
116,46
117,45
118,43
119,44
120,44
121,44
122,43
123,45
124,49
125,45
126,46
127,47
128,46
129,45
130,47
131,47
132,44
133,47
134,46
135,45
136,46
137,46
138,46
139,44
140,46
141,46
142,47
143,46
144,46
145,47
146,49
147,45
148,46
149,47
150,46
151,45
152,46
153,45
154,46
155,47
156,45
157,44
158,45
159,45
160,45
161,46
162,47
163,46
164,48
165,46
166,46
167,45
168,47
169,46
170,47
171,47
172,45
173,44
174,49
175,46
176,45
177,46
178,46
179,44
180,46
181,47
182,46
183,44
184,46
185,46
186,46
187,46
188,48
189,46
190,47
191,43
192,45
193,45
194,44
195,47
196,46
197,47
198,46
199,45
200,47
201,46
202,45
203,46
204,45
205,46
206,44
207,46
208,44
209,44
210,47
211,45
212,46
213,48
214,47
215,45
216,47
217,45
218,46
219,47
220,46
221,46
222,46
223,47
224,46
225,46
226,45
227,45
228,43
229,45
230,45
231,48
232,45
233,47
234,47
235,47
236,47
237,45
238,45
239,47
240,45
241,46
242,46
243,46
244,47
245,44
246,45
247,46
248,46
249,48
250,47
251,46
252,47
253,46
254,45
255,47
256,46
257,45
258,45
259,47
260,45
261,47
262,47
263,46
264,45
265,46
266,46
267,46
268,45
269,45
270,46
271,46
272,46
273,46
274,45
275,47
276,47
277,45
278,43
279,45
280,46
281,46
282,48
283,44
284,45
285,47
286,47
287,46
288,45
289,46
290,45
291,47
292,47
293,46
294,44
295,45
296,44
297,47
298,47
299,44
300,47
301,44
302,47
303,47
304,47
305,44
306,46
307,48
308,47
309,47
310,46
311,45
312,45
313,46
314,47
315,46
316,46
317,45
318,45
319,46
320,47
321,46
322,46
323,46
324,49
325,45
326,45
327,46
328,46
329,46
330,45
331,48
332,46
333,46
334,46
335,47
336,47
337,48
338,47
339,43
340,48
341,44
342,46
343,47
344,46
345,46
346,45
347,47
348,46
349,46
350,47
351,46
352,45
353,46
354,45
355,46
356,47
357,45
358,44
359,46
360,47
361,44
362,47
363,45
364,46
365,45
366,47
367,44
368,45
369,48
370,46
371,45
372,46
373,46
374,46
375,46
376,46
377,48
378,47
379,46
380,46
381,46
382,46
383,48
384,46
385,45
386,46
387,48
388,46
389,47
390,47
391,47
392,47
393,46
394,44
395,44
396,46
397,44
398,45
399,45
400,45
401,45
402,47
403,45
404,46
405,47
406,46
407,45
408,46
409,45
410,47
411,46
412,45
413,47
414,44
415,45
416,47
417,46
418,46
419,45
420,44
421,48
422,45
423,46
424,46
425,45
426,46
427,44
428,47
429,46
430,46
431,46
432,44
433,44
434,44
435,44
436,45
437,46
438,46
439,46
440,46
441,46
442,45
443,43
444,44
445,46
446,47
447,45
448,47
449,45
450,46
451,46
452,47
453,45
454,43
455,44
456,47
457,46
458,47
459,45
460,47
461,48
462,47
463,45
464,45
465,46
466,45
467,46
468,45
469,47
470,46
471,48
472,46
473,45
474,45
475,45
476,45
477,43
478,45
479,45
480,45
481,45
482,44
483,43
484,44
485,45
486,45
487,47
488,45
489,43
490,45
491,46
492,47
493,46
494,44
495,44
496,47
497,44
498,45
499,45
