index,distance
0,76
1,76
2,74
3,76
4,78
5,76
6,77
7,76
8,77
9,76
10,77
11,78
12,76
13,78
14,77
15,76
16,75
17,77
18,79
19,77
20,78
21,78
22,77
23,76
24,77
25,77
26,77
27,78
28,78
29,75
30,74
31,76
32,77
33,77
34,77
35,77
36,76
37,76
38,74
39,76
40,77
41,79
42,76
43,77
44,76
45,76
46,78
47,76
48,76
49,78
50,77
51,77
52,77
53,76
54,77
55,75
56,77
57,78
58,77
59,79
60,76
61,79
62,77
63,76
64,76
65,77
66,76
67,77
68,77
69,76
70,77
71,76
72,75
73,77
74,76
75,78
76,74
77,77
78,79
79,76
80,75
81,78
82,78
83,77
84,76
85,76
86,75
87,79
88,77
89,78
90,77
91,76
92,77
93,79
94,77
95,77
96,76
97,77
98,77
99,77
100,76
101,78
102,76
103,79
104,78
105,75
106,77
107,78
108,77
109,76
110,76
111,78
112,77
113,76
114,76
115,75
116,77
117,76
118,75
119,78
120,79
121,76
122,78
123,77
124,76
125,77
126,78
127,78
128,74
129,78
130,75
131,78
132,76
133,76
134,77
135,78
136,77
137,77
138,77
139,77
140,78
141,78
142,76
143,77
144,75
145,78
146,77
147,76
148,77
149,78
150,75
151,77
152,77
153,77
154,77
155,77
156,79
157,77
158,76
159,76
160,76
161,78
162,76
163,74
164,76
165,76
166,77
167,78
168,76
169,77
170,76
171,74
172,77
173,76
174,75
175,75
176,77
177,75
178,77
179,76
180,78
181,76
182,74
183,76
184,78
185,76
186,78
187,77
188,77
189,79
190,78
191,76
192,77
193,79
194,78
195,77
196,75
197,77
198,77
199,76
200,79
201,76
202,76
203,75
204,77
205,77
206,76
207,77
208,75
209,76
210,77
211,76
212,76
213,77
214,77
215,75
216,76
217,76
218,77
219,77
220,77
221,76
222,76
223,76
224,77
225,78
226,76
227,79
228,76
229,76
230,76
231,79
232,79
233,76
234,77
235,76
236,77
237,76
238,78
239,76
240,76
241,75
242,76
243,79
244,80
245,78
246,76
247,78
248,75
249,77
250,77
251,75
252,76
253,76
254,77
255,78
256,78
257,78
258,75
259,76
260,78
261,79
262,75
263,75
264,76
265,78
266,78
267,77
268,76
269,76
270,78
271,77
272,78
273,77
274,77
275,79
276,78
277,76
278,79
279,78
280,76
281,77
282,77
283,78
284,79
285,76
286,76
287,77
288,78
289,79
290,77
291,74
292,75
293,77
294,76
295,75
296,76
297,77
298,76
299,77
300,77
301,77
302,75
303,76
304,76
305,75
306,77
307,77
308,78
309,79
310,76
311,78
312,74
313,76
314,77
315,78
316,76
317,78
318,76
319,77
320,77
321,79
322,75
323,76
324,79
325,76
326,77
327,77
328,76
329,76
330,80
331,76
332,77
333,78
334,77
335,76
336,76
337,75
338,76
339,76
340,77
341,75
342,76
343,76
344,75
345,76
346,76
347,77
348,78
349,78
350,78
351,75
352,75
353,77
354,77
355,79
356,78
357,75
358,76
359,77
360,77
361,78
362,76
363,78
364,78
365,76
366,77
367,78
368,76
369,78
370,77
371,76
372,77
373,77
374,76
375,78
376,77
377,76
378,76
379,77
380,75
381,77
382,76
383,78
384,76
385,76
386,75
387,76
388,77
389,77
390,79
391,76
392,74
393,77
394,79
395,76
396,75
397,77
398,75
399,74
400,76
401,77
402,74
403,76
404,77
405,77
406,77
407,77
408,78
409,77
410,78
411,78
412,76
413,76
414,77
415,77
416,76
417,78
418,76
419,76
420,78
421,76
422,76
423,77
424,75
425,78
426,76
427,77
428,77
429,76
430,77
431,76
432,76
433,77
434,75
435,76
436,76
437,77
438,76
439,76
440,78
441,76
442,77
443,78
444,74
445,77
446,77
447,76
448,78
449,74
450,76
451,75
452,75
453,74
454,77
455,78
456,75
457,78
458,76
459,77
460,76
461,78
462,76
463,74
464,79
465,76
466,76
467,77
468,77
469,76
470,75
471,77
472,77
473,76
474,77
475,79
476,77
477,79
478,77
479,75
480,76
481,77
482,77
483,77
484,77
485,77
486,76
487,77
488,74
489,76
490,77
491,76
492,75
493,77
494,74
495,77
496,78
497,75
498,74
499,77
