index,distance
0,132.91
1,132.91
2,140.12
3,59.682
4,137.2
5,129.83
6,574.87
7,99.642
8,133.08
9,104.27
10,137.2
11,100.33
12,137.2
13,111.3
14,133.26
15,33.271
16,70.83
17,42.532
18,111.3
19,133.08
20,23.667
21,7.7175
22,133.08
23,132.91
24,124.17
25,130
26,100.67
27,137.71
28,137.2
29,125.71
30,130.51
31,133.08
32,132.57
33,137.2
34,205.63
35,136.86
36,128.45
37,135.83
38,126.05
39,126.57
40,137.37
41,104.1
42,137.37
43,197.74
44,132.57
45,132.4
46,97.926
47,132.57
48,97.584
49,132.57
50,99.642
51,132.57
52,120.22
53,135.14
54,102.9
55,133.08
56,124.68
57,137.2
58,122.11
59,128.62
60,112.85
61,128.45
62,113.19
63,128.97
64,144.06
65,128.45
66,31.042
67,17.664
68,1.8865
69,35.5
70,99.47
71,143.55
72,133.08
73,108.39
74,132.57
75,107.02
76,137.37
77,130.68
78,139.6
79,128.45
80,133.26
81,126.57
82,112.33
83,137.2
84,133.08
85,8.7465
86,29.498
87,112.33
88,35.158
89,50.421
90,90.895
91,137.2
92,112.85
93,140.12
94,132.57
95,133.08
96,107.53
97,132.57
98,87.465
99,130.34
100,132.57
101,137.2
102,140.63
103,128.45
104,47.848
105,95.183
106,137.03
107,143.72
108,123.31
109,44.418
110,10.462
111,10.29
112,133.08
113,9.7755
114,3.087
115,112.33
116,170.13
117,128.8
118,144.57
119,128.45
120,132.57
121,100.67
122,137.2
123,103.07
124,138.74
125,133.08
126,132.91
127,126.05
128,150.23
129,132.57
130,137.2
131,131.88
132,127.25
133,122.28
134,133.08
135,142.69
136,132.57
137,110.96
138,137.2
139,110.96
140,128.8
141,121.76
142,132.74
143,103.76
144,137.37
145,128.62
146,19.894
147,103.93
148,128.45
149,132.74
150,125.19
151,121.25
152,133.08
153,133.08
154,133.26
155,120.74
156,123.48
157,137.2
158,110.62
159,133.08
160,131.2
161,140.12
162,131.37
163,137.2
164,131.03
165,137.2
166,132.57
167,137.2
168,110.1
169,132.91
170,88.494
171,126.91
172,133.08
173,137.2
174,109.07
175,116.96
176,132.57
177,106.5
178,134.8
179,107.02
180,128.8
181,126.91
182,119.88
183,133.08
184,21.266
185,99.299
186,126.4
187,128.62
188,128.97
189,36.015
190,97.584
191,116.62
192,133.94
193,137.37
194,124.51
195,113.19
196,133.08
197,7.203
198,30.012
199,112.33
200,28.983
201,92.267
202,132.91
203,132.4
204,122.62
205,123.31
206,137.2
207,109.76
208,137.2
209,37.73
210,78.89
211,145.09
212,132.74
213,154.18
214,128.45
215,139.94
216,132.05
217,128.97
218,128.11
219,113.88
220,132.57
221,128.97
222,110.1
223,137.2
224,110.1
225,135.66
226,108.9
227,128.97
228,23.838
229,114.05
230,133.08
231,109.76
232,137.37
233,91.41
234,144.75
235,132.57
236,132.57
237,130.68
238,128.28
239,128.45
240,137.2
241,129.83
242,147.83
243,133.08
244,137.2
245,143.37
246,133.08
247,8.0605
248,4.116
249,33.271
250,61.912
251,99.984
252,152.98
253,134.8
254,132.91
255,137.2
256,137.2
257,133.08
258,8.4035
259,133.08
260,133.08
261,129.83
262,135.31
263,133.08
264,128.97
265,104.27
266,137.2
267,92.267
268,148.86
269,128.28
270,133.08
271,124.68
272,128.97
273,35.843
274,90.724
275,132.57
276,33.614
277,109.25
278,137.2
279,112.16
280,132.57
281,86.436
282,135.14
283,133.08
284,128.45
285,39.102
286,0.343
287,90.038
288,37.73
289,101.7
290,137.2
291,137.37
292,122.45
293,137.03
294,132.91
295,147.49
296,128.8
297,128.45
298,153.32
299,133.08
300,136.69
301,114.73
302,137.37
303,108.73
304,132.4
305,125.37
306,138.4
307,135.66
308,132.57
309,127.6
310,114.73
311,132.91
312,128.45
313,111.3
314,137.2
315,103.24
316,139.43
317,131.54
318,137.2
319,129.48
320,141.66
321,137.37
322,133.08
323,27.268
324,6.174
325,105.64
326,128.8
327,7.546
328,78.376
329,40.303
330,99.299
331,38.931
332,122.62
333,14.234
334,72.545
335,188.31
336,132.57
337,137.2
338,107.02
339,137.37
340,93.125
341,152.81
342,128.28
343,137.37
344,130.34
345,128.97
346,120.39
347,128.28
348,28.126
349,16.807
350,109.25
351,128.8
352,104.1
353,133.08
354,133.26
355,132.05
356,122.97
357,122.62
358,119.02
359,105.13
360,132.57
361,126.05
362,128.28
363,124.34
364,34.643
365,98.955
366,63.798
367,119.71
368,119.19
