index,distance
0,0.49032
1,0.41366
2,0.38502
3,0.41091
4,0.41503
5,0.42378
6,0.41675
7,0.43184
8,0.41417
9,0.39514
10,0.41829
11,0.40971
12,0.41091
13,0.42686
14,0.44093
15,0.41383
16,0.41863
17,0.41366
18,0.41366
19,0.41383
20,0.41417
21,0.41366
22,0.41383
23,0.39805
24,0.41383
25,0.41692
26,0.41829
27,0.41366
28,0.42103
29,0.41812
30,0.4224
31,0.41383
32,0.41366
33,0.41812
34,0.41366
35,0.41383
36,0.38107
37,0.40371
38,0.41366
39,0.41366
40,0.41366
41,0.33786
42,0.41692
43,0.39582
44,0.41366
45,0.39668
46,0.42018
47,0.41366
48,0.40594
49,0.41469
50,0.41366
51,0.41349
52,0.41383
53,0.43064
54,0.39119
55,0.414
56,0.40645
57,0.42086
58,0.41812
59,0.41366
60,0.41383
61,0.38759
62,0.41795
63,0.41743
64,0.41383
65,0.41366
66,0.41812
67,0.35912
68,0.4164
69,0.41383
70,0.41692
71,0.41812
72,0.41383
73,0.39634
74,0.42429
75,0.41383
76,0.41383
77,0.41383
78,0.41366
79,0.41366
80,0.41812
81,0.41383
82,0.4188
83,0.41383
84,0.41554
85,0.41383
86,0.37387
87,0.41383
88,0.42412
89,0.41366
90,0.41383
91,0.41383
92,0.414
93,0.42223
94,0.41829
95,0.41812
96,0.41829
97,0.41366
98,0.41366
99,0.40045
100,0.41812
101,0.4152
102,0.41383
103,0.41366
104,0.41366
105,0.41366
106,0.41366
107,0.41143
108,0.41366
109,0.40971
110,0.39514
111,0.40971
112,0.43321
113,0.41366
114,0.39582
115,0.41383
116,0.40954
117,0.41983
118,0.41246
119,0.40954
120,0.41349
121,0.42755
122,0.40971
123,0.38365
124,0.414
125,0.42069
126,0.40937
127,0.40937
128,0.40954
129,0.414
130,0.40971
131,0.41657
132,0.40989
133,0.40954
134,0.38845
135,0.40114
136,0.40954
137,0.41812
138,0.40954
139,0.40954
140,0.41383
141,0.40954
142,0.40954
143,0.40954
144,0.41983
145,0.41383
146,0.38862
147,0.40971
148,0.42515
149,0.40954
150,0.40714
151,0.41795
152,0.39599
153,0.41829
154,0.414
155,0.41743
156,0.414
157,0.414
158,0.39891
159,0.40971
160,0.40989
161,0.38982
162,0.39119
163,0.40971
164,0.39445
165,0.41383
166,0.40989
167,0.40989
168,0.39222
169,0.40989
170,0.40971
171,0.35895
172,0.41846
173,0.41434
174,0.43458
175,0.40971
176,0.4164
177,0.39599
178,0.40989
179,0.40971
180,0.40971
181,0.40989
182,0.42069
183,0.41417
184,0.36615
185,0.41417
186,0.40954
187,0.43458
188,0.43715
189,0.41417
190,0.41417
191,0.40954
192,0.40989
193,0.41006
194,0.41846
195,0.42429
196,0.41417
197,0.41417
198,0.41417
199,0.40989
200,0.39291
201,0.41417
202,0.41109
203,0.41709
204,0.40971
205,0.41417
206,0.40989
207,0.39171
208,0.40971
209,0.41006
210,0.41434
211,0.41417
212,0.38124
213,0.40989
214,0.40954
215,0.41417
216,0.41417
217,0.41417
218,0.39548
219,0.41777
220,0.41417
221,0.42258
222,0.41434
223,0.40954
224,0.40971
225,0.37627
226,0.40989
227,0.42583
228,0.41417
229,0.41417
230,0.41589
231,0.39565
232,0.40971
233,0.41246
234,0.41846
235,0.42103
236,0.41417
237,0.41417
238,0.39805
239,0.41417
240,0.41675
241,0.41006
242,0.41417
243,0.41417
244,0.40954
245,0.38879
246,0.41846
247,0.42515
248,0.41417
249,0.41417
250,0.41417
251,0.37336
252,0.41434
253,0.43218
254,0.41417
255,0.39445
256,0.41503
257,0.40989
258,0.41006
259,0.41469
260,0.414
261,0.414
262,0.41006
263,0.40989
264,0.38639
265,0.41434
266,0.41657
267,0.41006
268,0.40989
269,0.41366
270,0.41657
271,0.39359
272,0.42635
273,0.41417
274,0.41417
275,0.40971
276,0.38467
277,0.40097
278,0.414
279,0.42326
280,0.39565
281,0.41709
282,0.40989
283,0.42515
284,0.39582
285,0.40971
286,0.414
287,0.40989
288,0.41417
289,0.39668
290,0.41417
291,0.42429
292,0.40971
293,0.39428
294,0.41434
295,0.39548
296,0.41863
297,0.39839
298,0.41417
299,0.39754
300,0.42378
301,0.39119
302,0.39925
303,0.41692
304,0.40989
305,0.40989
306,0.40285
307,0.41383
308,0.39102
309,0.42343
310,0.39685
311,0.40954
312,0.39239
313,0.42481
314,0.40989
315,0.38227
316,0.39668
317,0.41417
318,0.42669
319,0.36855
320,0.40989
321,0.42892
322,0.40971
323,0.40954
324,0.40989
325,0.40989
326,0.41246
