distance
19.68
21.68
21.68
20.68
22.68
22.68
18.68
22.68
21.68
22.68
18.68
18.68
21.68
19.68
21.68
20.68
18.68
21.68
20.68
22.68
20.68
20.68
18.68
16.68
21.68
22.68
19.68
17.68
20.68
22.68
19.68
18.68
21.68
21.68
21.68
18.68
19.68
18.68
19.68
23.68
18.68
19.68
20.68
21.68
21.68
21.68
22.68
18.68
18.68
17.68
18.68
18.68
19.68
18.68
21.68
20.68
19.68
22.68
19.68
21.68
20.68
21.68
20.68
19.68
20.68
21.68
21.68
19.68
21.68
18.68
22.68
17.68
20.68
18.68
22.68
19.68
20.68
19.68
19.68
18.68
19.68
20.68
19.68
18.68
21.68
18.68
19.68
21.68
21.68
20.68
20.68
21.68
21.68
19.68
22.68
21.68
21.68
18.68
19.68
21.68
20.68
21.68
21.68
21.68
19.68
20.68
18.68
20.68
19.68
18.68
20.68
20.68
18.68
19.68
20.68
19.68
22.68
20.68
19.68
20.68
18.68
17.68
18.68
17.68
19.68
22.68
18.68
20.68
20.68
19.68
21.68
21.68
18.68
20.68
17.68
21.68
20.68
19.68
20.68
21.68
17.68
20.68
19.68
19.68
18.68
18.68
19.68
20.68
19.68
21.68
18.68
21.68
21.68
19.68
20.68
20.68
21.68
19.68
18.68
22.68
21.68
20.68
19.68
21.68
19.68
17.68
20.68
21.68
22.68
18.68
19.68
22.68
20.68
21.68
19.68
21.68
18.68
21.68
23.68
20.68
21.68
24.68
20.68
22.68
20.68
21.68
21.68
21.68
21.68
22.68
21.68
20.68
19.68
20.68
18.68
20.68
19.68
22.68
20.68
20.68
