distance
169
168
169
170
169
168
170
168
171
169
170
168
168
167
167
168
169
172
168
169
167
170
170
167
166
168
171
169
168
172
169
170
167
167
171
168
170
167
167
168
168
168
169
167
168
169
170
166
165
166
168
167
167
170
169
170
169
167
170
167
165
166
169
168
164
167
167
170
168
167
167
169
166
166
168
169
172
168
171
169
169
170
171
169
169
167
169
167
170
168
167
167
170
166
168
169
169
170
171
168
169
166
166
165
170
168
168
165
170
168
168
171
167
169
168
167
168
169
168
165
166
168
165
168
168
171
167
168
168
168
167
168
165
167
169
166
168
167
169
166
167
166
165
170
165
169
167
168
169
171
167
170
165
167
169
166
170
171
170
169
167
169
169
168
168
170
166
164
170
169
173
166
166
171
168
172
166
168
171
168
168
167
169
167
174
170
169
167
168
168
169
164
167
168
170
167
166
169
166
167
165
166
169
167
168
168
168
169
169
171
168
169
169
169
168
169
169
166
169
169
167
166
168
170
169
170
168
170
167
170
171
166
167
166
168
167
170
168
171
167
165
171
167
168
167
169
169
167
168
170
169
168
168
169
168
169
167
171
168
168
167
168
166
166
166
167
170
169
169
170
169
170
168
170
171
168
168
170
166
170
168
172
172
165
169
170
170
169
169
171
168
166
167
169
168
172
170
169
167
167
