distance
84.0
85.0
86.0
85.0
87.0
86.0
87.0
86.0
87.0
86.0
86.0
86.0
86.0
86.0
87.0
87.0
88.0
83.0
85.0
86.0
84.0
84.0
86.0
87.0
86.0
86.0
86.0
86.0
84.0
86.0
84.0
87.0
84.0
86.0
86.0
88.0
87.0
85.0
86.0
88.0
85.0
88.0
84.0
85.0
86.0
87.0
86.0
85.0
87.0
86.0
84.0
85.0
85.0
88.0
87.0
87.0
85.0
85.0
87.0
85.0
85.0
86.0
84.0
84.0
85.0
87.0
85.0
86.0
86.0
89.0
87.0
87.0
86.0
86.0
85.0
84.0
86.0
85.0
84.0
86.0
83.0
85.0
83.0
86.0
86.0
85.0
86.0
85.0
85.0
86.0
85.0
84.0
85.0
86.0
85.0
85.0
87.0
85.0
87.0
86.0
86.0
86.0
86.0
86.0
86.0
88.0
85.0
88.0
85.0
86.0
85.0
84.0
86.0
87.0
85.0
86.0
82.0
85.0
85.0
87.0
83.0
85.0
83.0
84.0
86.0
85.0
85.0
86.0
86.0
86.0
85.0
87.0
86.0
86.0
85.0
87.0
84.0
86.0
85.0
85.0
85.0
86.0
87.0
84.0
84.0
85.0
84.0
84.0
85.0
88.0
85.0
85.0
84.0
85.0
87.0
85.0
85.0
84.0
88.0
85.0
83.0
85.0
87.0
86.0
87.0
85.0
84.0
85.0
84.0
85.0
84.0
84.0
86.0
86.0
87.0
84.0
86.0
86.0
84.0
85.0
86.0
85.0
85.0
84.0
84.0
85.0
86.0
85.0
86.0
84.0
82.0
86.0
87.0
84.0
85.0
86.0
85.0
86.0
85.0
84.0
