distance
42
41
42
41
42
42
40
40
41
42
42
42
42
42
42
42
40
41
42
43
43
42
43
40
42
40
40
40
40
42
41
42
40
41
43
43
39
41
41
41
40
40
39
39
39
42
42
41
41
41
41
42
44
43
38
41
40
42
41
40
41
43
42
40
41
39
42
40
42
41
41
40
42
43
42
43
41
41
40
40
41
41
42
41
41
43
44
42
41
41
40
44
41
42
42
44
39
40
42
43
41
42
40
41
40
42
41
43
45
40
41
40
42
41
39
41
43
40
41
40
40
43
42
43
42
40
41
43
40
41
41
41
40
39
40
41
43
40
42
41
42
40
41
40
43
41
40
40
42
40
41
42
42
42
41
39
39
43
39
41
40
43
41
42
40
39
43
41
41
40
43
40
41
42
42
42
42
42
39
43
43
39
41
41
37
41
41
41
42
39
41
43
41
42
41
42
42
42
42
41
