distance
143
143
145
143
145
141
142
143
144
142
143
143
141
140
141
142
141
140
142
141
142
142
142
141
143
142
144
144
142
143
140
142
144
142
144
144
143
141
139
145
142
142
141
143
142
142
141
143
143
143
142
142
143
143
142
143
143
143
143
142
146
140
142
143
144
141
141
142
140
144
142
142
144
145
139
141
143
141
143
143
143
144
141
143
143
142
144
142
143
141
141
143
142
141
144
143
140
144
142
140
142
142
143
141
144
142
142
141
141
141
143
139
140
141
142
143
143
144
143
142
143
146
140
143
142
141
140
142
142
140
142
145
145
143
142
142
140
141
141
142
142
140
140
141
139
143
143
143
142
145
146
142
140
140
142
141
142
144
144
141
144
142
142
143
141
144
141
142
141
141
141
142
141
144
141
142
144
140
143
142
143
142
140
140
140
144
141
141
142
143
141
144
140
142
142
143
142
143
142
146
