distance
111
112
111
111
112
111
112
112
115
115
108
114
114
115
114
111
115
113
116
115
113
112
111
115
113
113
113
112
113
110
111
111
110
114
113
116
113
112
111
114
111
110
113
112
111
113
111
113
112
111
114
112
111
112
114
111
113
114
113
114
111
111
112
114
110
114
109
112
113
111
111
112
114
110
112
110
112
112
111
113
110
114
113
113
114
112
113
111
113
111
114
113
113
112
111
112
110
113
111
114
109
110
112
114
112
112
114
114
111
114
110
112
110
110
113
111
111
113
112
112
113
112
113
111
108
110
113
113
110
114
112
113
113
114
113
112
113
112
110
111
111
112
114
110
115
113
111
111
112
112
110
112
112
114
113
112
112
112
112
113
111
113
113
113
110
114
113
111
111
113
114
112
112
114
113
112
111
111
114
112
111
112
113
112
115
111
113
111
114
114
112
111
111
110
111
110
111
110
110
111
