index,distance
0,0.11096,
1,0.11954,
2,0.15178,
3,0.15161,
4,0.15161,
5,0.15178,
6,0.16773,
7,0.15298,
8,0.1679,
9,0.15161,
10,0.15161,
11,0.15178,
12,0.15178,
13,0.15178,
14,0.15178,
15,0.15178,
16,0.15161,
17,0.15178,
18,0.15161,
19,0.15624,
20,0.15178,
21,0.19602,
22,0.15161,
23,0.15161,
24,0.15161,
25,0.1835,
26,0.15161,
27,0.15178,
28,0.15178,
29,0.15161,
30,0.15178,
31,0.15195,
32,0.15178,
33,0.17956,
34,0.15178,
35,0.15178,
36,0.15195,
37,0.15195,
38,0.16378,
39,0.15178,
40,0.15178,
41,0.16413,
42,0.15178,
43,0.15178,
44,0.15178,
45,0.15178,
46,0.15178,
47,0.13823,
48,0.15178,
49,0.17836,
50,0.15178,
51,0.15195,
52,0.15178,
53,0.18025,
54,0.15178,
55,0.15178,
56,0.15178,
57,0.18625,
58,0.15178,
59,0.15178,
60,0.15195,
61,0.16584,
62,0.15195,
63,0.15178,
64,0.13583,
65,0.15178,
66,0.15195,
67,0.15195,
68,0.13223,
69,0.13274,
70,0.15178,
71,0.15178,
72,0.15178,
73,0.12742,
74,0.16378,
75,0.15178,
76,0.15178,
77,0.14234,
78,0.13154,
79,0.15195,
80,0.15178,
81,0.15178,
82,0.16824,
83,0.15178,
84,0.18865,
85,0.1336,
86,0.15178,
87,0.15161,
88,0.18419,
89,0.15178,
90,0.15178,
91,0.15178,
92,0.19637,
93,0.15178,
94,0.15178,
95,0.15161,
96,0.18265,
97,0.15161,
98,0.15178,
99,0.15161,
100,0.18539,
101,0.15161,
102,0.15161,
103,0.15161,
104,0.15178,
105,0.15178,
106,0.15178,
107,0.15161,
108,0.16293,
109,0.15178,
110,0.15161,
111,0.15178,
112,0.15161,
113,0.15161,
114,0.15178,
115,0.13428,
116,0.15178,
117,0.16481,
118,0.15161,
119,0.16893,
120,0.15161,
121,0.15178,
122,0.15161,
123,0.18059,
124,0.15161,
125,0.15178,
126,0.15178,
127,0.17836,
128,0.15178,
129,0.15178,
130,0.15161,
131,0.18419,
132,0.15161,
133,0.15161,
134,0.15161,
135,0.18899,
136,0.15178,
137,0.15178,
138,0.15195,
139,0.1763,
140,0.15161,
141,0.15178,
142,0.15178,
143,0.16584,
144,0.15178,
145,0.15195,
146,0.15161,
147,0.16618,
148,0.15178,
149,0.15161,
150,0.15161,
151,0.15178,
152,0.15161,
153,0.15161,
154,0.15178,
155,0.15178,
156,0.15161,
157,0.15161,
158,0.15161,
159,0.15178,
160,0.15161,
161,0.15161,
162,0.14372,
163,0.15178,
164,0.15161,
165,0.15161,
166,0.15178,
167,0.15178,
168,0.15161,
169,0.15161,
170,0.15143,
171,0.15178,
172,0.15178,
173,0.15178,
174,0.12022,
175,0.16567,
176,0.16893,
177,0.15178,
178,0.18556,
179,0.15161,
180,0.15161,
181,0.15195,
182,0.18196,
183,0.15161,
184,0.15178,
185,0.15178,
186,0.18402,
187,0.15178,
188,0.15161,
189,0.15178,
190,0.16961,
191,0.15178,
192,0.15178,
193,0.15178,
194,0.18213,
195,0.15178,
196,0.15161,
197,0.15178,
198,0.16601,
199,0.15161,
200,0.15161,
201,0.15178,
202,0.15607,
203,0.15178,
204,0.15178,
205,0.15195,
206,0.15195,
207,0.15178,
208,0.15161,
209,0.15178,
210,0.15264,
211,0.15178,
212,0.15178,
213,0.15161,
214,0.15178,
215,0.17973,
216,0.15178,
217,0.1691,
218,0.13497,
219,0.13394,
220,0.17665,
221,0.15178,
222,0.15161,
223,0.15178,
224,0.18076,
225,0.15178,
226,0.15178,
227,0.15178,
228,0.15178,
229,0.15178,
230,0.15178,
231,0.15161,
232,0.15178,
233,0.15161,
234,0.15178,
235,0.32877,
236,0.12382,
237,0.15178,
238,0.15178,
239,0.15178,
240,0.13892,
241,0.15161,
242,0.15161,
243,0.15161,
244,0.12622,
245,0.14406,
246,0.15178,
247,0.15178,
248,0.15126,
249,0.15143,
250,0.15143,
251,0.15589,
252,0.16824,
253,0.15178,
254,0.15178,
255,0.15178,
256,0.16756,
257,0.15178,
258,0.15178,
259,0.13583,
260,0.13171,
261,0.15624,
262,0.15178,
263,0.15178,
264,0.15178,
265,0.15178,
266,0.15178,
267,0.15178,
268,0.15195,
269,0.15178,
270,0.15195,
271,0.15178,
272,0.15161,
273,0.15178,
274,0.15178,
275,0.16773,
276,0.15178,
277,0.15178,
278,0.15195,
279,0.15195,
280,0.15178,
281,0.15178,
282,0.1691,
283,0.15178,
284,0.15178,
285,0.15178,
286,0.15195,
287,0.15195,
288,0.15195,
289,0.15178,
290,0.19294,
291,0.15195,
292,0.15178,
293,0.15178,
294,0.17184,
295,0.15178,
296,0.15178,
297,0.15195,
298,0.18419,
299,0.15178,
300,0.15178,
301,0.15195,
302,0.18368,
303,0.15178,
304,0.15178,
305,0.15195,
306,0.15178,
307,0.15178,
308,0.15178,
309,0.15195,
310,0.18436,
311,0.15161,
312,0.15178,
313,0.15178,
314,0.15178,
315,0.15178,
316,0.15178,
