index,distance
0,0.13737,
1,0.11885,
2,0.17819,
3,0.10273,
4,0.10204,
5,0.087293,
6,0.095697,
7,0.11096,
8,0.10239,
9,0.10204,
10,0.10204,
11,0.095868,
12,0.10187,
13,0.10204,
14,0.10204,
15,0.10204,
16,0.10204,
17,0.10187,
18,0.10187,
19,0.10187,
20,0.10204,
21,0.10187,
22,0.10204,
23,0.092267,
24,0.094154,
25,0.099298,
26,0.10187,
27,0.10204,
28,0.10187,
29,0.11919,
30,0.098098,
31,0.10204,
32,0.10204,
33,0.10204,
34,0.10256,
35,0.10204,
36,0.10204,
37,0.10204,
38,0.10204,
39,0.12091,
40,0.095697,
41,0.10204,
42,0.10187,
43,0.10204,
44,0.10204,
45,0.10204,
46,0.10496,
47,0.10204,
48,0.10187,
49,0.12039,
50,0.089866,
51,0.10204,
52,0.081805,
53,0.10204,
54,0.10856,
55,0.10204,
56,0.10204,
57,0.10204,
58,0.11954,
59,0.10187,
60,0.10204,
61,0.10204,
62,0.10204,
63,0.1017,
64,0.10153,
65,0.10153,
66,0.10204,
67,0.10204,
68,0.087808,
69,0.10187,
70,0.10204,
71,0.10187,
72,0.10187,
73,0.088323,
74,0.10204,
75,0.10204,
76,0.09261,
77,0.089523,
78,0.10204,
79,0.10204,
80,0.11988,
81,0.10204,
82,0.12211,
83,0.083349,
84,0.10187,
85,0.11731,
86,0.10187,
87,0.10582,
88,0.090037,
89,0.10187,
90,0.1252,
91,0.10204,
92,0.10187,
93,0.088665,
94,0.10204,
95,0.10187,
96,0.10204,
97,0.10204,
98,0.10221,
99,0.10204,
100,0.10204,
101,0.1017,
102,0.1017,
103,0.10187,
104,0.080091,
105,0.10204,
106,0.10187,
107,0.10187,
108,0.096554,
109,0.10187,
110,0.10204,
111,0.10204,
112,0.10153,
113,0.10221,
114,0.093639,
115,0.10187,
116,0.10204,
117,0.10187,
118,0.099813,
119,0.10204,
120,0.10204,
121,0.10187,
122,0.10187,
123,0.11936,
124,0.08798,
125,0.10204,
126,0.10153,
127,0.10204,
128,0.10187,
129,0.10204,
130,0.10616,
131,0.10204,
132,0.10204,
133,0.10187,
134,0.090723,
135,0.10204,
136,0.12005,
137,0.10204,
138,0.10204,
139,0.10187,
140,0.10187,
141,0.11971,
142,0.079576,
143,0.10204,
144,0.11902,
145,0.10187,
146,0.095697,
147,0.086093,
148,0.1017,
149,0.10153,
150,0.10204,
151,0.10136,
152,0.097755,
153,0.10547,
154,0.1017,
155,0.10153,
156,0.10204,
157,0.10153,
158,0.12039,
159,0.10221,
160,0.11868,
161,0.10204,
162,0.1017,
163,0.095868,
164,0.10153,
165,0.10153,
166,0.10204,
167,0.10187,
168,0.10204,
169,0.10204,
170,0.10187,
171,0.10187,
172,0.10204,
173,0.10221,
174,0.12005,
175,0.10204,
176,0.1077,
177,0.093296,
178,0.10204,
179,0.10204,
180,0.10153,
181,0.10204,
182,0.079747,
183,0.10187,
184,0.095011,
185,0.10187,
186,0.096212,
187,0.10187,
188,0.10153,
189,0.10153,
190,0.10153,
191,0.10204,
192,0.10204,
193,0.08455,
194,0.10153,
195,0.10564,
196,0.079747,
197,0.10221,
198,0.10204,
199,0.11885,
200,0.10136,
201,0.10153,
202,0.091238,
203,0.1017,
204,0.10153,
205,0.10153,
206,0.098441,
207,0.10153,
208,0.10187,
209,0.1017,
210,0.10204,
211,0.10204,
212,0.10204,
213,0.15092,
214,0.10599,
215,0.10204,
216,0.10204,
217,0.1017,
218,0.10204,
219,0.10153,
220,0.10204,
221,0.10307,
222,0.093468,
223,0.10153,
224,0.10187,
225,0.10204,
226,0.10204,
227,0.10153,
228,0.10204,
229,0.10204,
230,0.10187,
231,0.10187,
232,0.087293,
233,0.10204,
234,0.10187,
235,0.094497,
236,0.091924,
237,0.10187,
238,0.10187,
239,0.10204,
240,0.10187,
241,0.10204,
242,0.10187,
243,0.088494,
244,0.10204,
245,0.10187,
246,0.16293,
247,0.10204,
248,0.10496,
249,0.10204,
250,0.10153,
251,0.10204,
252,0.10204,
253,0.090037,
254,0.10187,
255,0.1053,
256,0.12485,
257,0.10204,
258,0.1017,
259,0.10204,
260,0.10204,
261,0.10187,
262,0.10204,
263,0.10204,
264,0.11782,
265,0.10187,
266,0.10204,
267,0.10204,
268,0.10187,
269,0.10204,
270,0.10153,
271,0.10187,
