index,distance
786,0.13737,
787,0.13154,
788,0.16601,
789,0.17802,
790,0.12708,
791,0.14046,
792,0.12708,
793,0.11679,
794,0.13943,
795,0.13874,
796,0.13977,
797,0.13789,
798,0.12742,
799,0.13154,
800,0.13686,
801,0.13857,
802,0.13154,
803,0.16996,
804,0.13857,
805,0.1408,
806,0.12742,
807,0.11782,
808,0.1372,
809,0.1396,
810,0.13446,
811,0.13926,
812,0.12691,
813,0.13154,
814,0.13771,
815,0.1372,
816,0.13154,
817,0.10942,
818,0.1432,
819,0.1372,
820,0.12691,
821,0.13754,
822,0.13789,
823,0.12691,
824,0.13909,
825,0.13926,
826,0.12708,
827,0.12691,
828,0.13771,
829,0.13943,
830,0.13892,
831,0.13549,
832,0.13857,
833,0.12708,
834,0.12691,
835,0.13823,
836,0.13943,
837,0.13977,
838,0.13909,
839,0.13977,
840,0.12691,
841,0.12691,
842,0.1384,
843,0.12708,
844,0.16618,
845,0.13926,
846,0.12691,
847,0.1396,
848,0.12708,
849,0.11748,
850,0.136,
851,0.12708,
852,0.11113,
853,0.11525,
854,0.13703,
855,0.12691,
856,0.12331,
857,0.13686,
858,0.13943,
859,0.13874,
860,0.1396,
861,0.13583,
862,0.12691,
863,0.12863,
864,0.13789,
865,0.12691,
866,0.17544,
867,0.13771,
868,0.1432,
869,0.12142,
870,0.13703,
871,0.12708,
872,0.12691,
873,0.16738,
874,0.13892,
875,0.12674,
876,0.12708,
877,0.15315,
878,0.12708,
879,0.14063,
880,0.13892,
881,0.14063,
882,0.12708,
883,0.12691,
884,0.13823,
885,0.12691,
886,0.14543,
887,0.1739,
888,0.12691,
889,0.12691,
890,0.12691,
891,0.13771,
892,0.12691,
893,0.10582,
894,0.13943,
895,0.12691,
896,0.12708,
897,0.12708,
898,0.12605,
899,0.13789,
900,0.12691,
901,0.11782,
902,0.12691,
903,0.13892,
904,0.14063,
905,0.13686,
906,0.11748,
907,0.1384,
908,0.17201,
909,0.1384,
910,0.14132,
911,0.12691,
912,0.13686,
913,0.12691,
914,0.10667,
915,0.16035,
916,0.13892,
917,0.14029,
918,0.12691,
919,0.136,
920,0.12708,
921,0.12691,
922,0.13326,
923,0.14166,
924,0.12708,
925,0.12708,
926,0.13737,
927,0.13754,
928,0.14303,
929,0.14595,
930,0.13651,
931,0.12725,
932,0.11422,
933,0.12314,
934,0.1372,
935,0.12691,
936,0.13686,
937,0.1372,
938,0.13771,
939,0.12451,
940,0.1372,
941,0.13771,
942,0.12708,
943,0.13823,
944,0.13703,
945,0.12674,
946,0.11799,
947,0.13686,
948,0.1372,
949,0.12691,
950,0.1384,
951,0.11353,
952,0.13771,
953,0.12708,
954,0.13754,
955,0.14132,
956,0.12691,
957,0.13583,
958,0.12674,
959,0.16738,
960,0.13857,
961,0.14114,
962,0.12691,
963,0.12691,
964,0.13634,
965,0.13754,
966,0.12708,
967,0.11508,
968,0.12194,
969,0.13669,
970,0.12691,
971,0.12845,
972,0.13789,
973,0.13789,
974,0.13669,
975,0.13892,
976,0.12691,
977,0.12691,
978,0.1372,
979,0.12691,
980,0.12691,
981,0.142,
982,0.12674,
983,0.13994,
984,0.12691,
985,0.13823,
986,0.14389,
987,0.12691,
988,0.12708,
989,0.12691,
990,0.13669,
991,0.12691,
992,0.12691,
993,0.12691,
994,0.13754,
995,0.12691,
996,0.13257,
997,0.13686,
998,0.14337,
999,0.14114,
