distance
77,
80,
80,
78,
78,
78,
78,
78,
77,
81,
79,
80,
78,
79,
78,
77,
81,
79,
81,
81,
79,
80,
78,
77,
78,
81,
81,
78,
79,
79,
79,
79,
79,
80,
81,
76,
80,
78,
80,
80,
80,
80,
79,
81,
79,
79,
80,
80,
81,
80,
81,
81,
79,
79,
80,
80,
80,
79,
81,
79,
81,
80,
79,
80,
80,
80,
83,
77,
79,
81,
82,
80,
81,
80,
81,
80,
82,
80,
79,
80,
81,
81,
79,
80,
80,
78,
81,
81,
79,
78,
79,
79,
79,
80,
79,
81,
79,
78,
77,
78,
78,
80,
79,
79,
77,
79,
78,
82,
79,
80,
79,
79,
79,
77,
77,
82,
79,
78,
78,
80,
78,
80,
80,
81,
79,
80,
79,
76,
81,
79,
78,
80,
79,
80,
81,
79,
79,
80,
79,
81,
76,
79,
76,
80,
80,
78,
82,
79,
78,
79,
80,
79,
78,
79,
76,
80,
79,
79,
83,
79,
76,
78,
78,
79,
78,
81,
79,
78,
78,
79,
81,
80,
78,
79,
77,
80,
78,
77,
79,
79,
79,
81,
80,
79,
80,
77,
78,
77,
77,
77,
78,
78,
80,
78,
78,
81,
79,
81,
79,
79,
