index,distance
0,105,
1,101,
2,100,
3,100,
4,102,
5,102,
6,99,
7,98,
8,101,
9,101,
10,102,
11,101,
12,102,
13,98,
14,102,
15,98,
16,101,
17,99,
18,99,
19,100,
20,101,
21,103,
22,101,
23,102,
24,101,
25,100,
26,101,
27,100,
28,101,
29,100,
30,102,
31,99,
32,102,
33,101,
34,101,
35,102,
36,100,
37,102,
38,100,
39,100,
40,100,
41,101,
42,100,
43,102,
44,99,
45,103,
46,101,
47,100,
48,102,
49,96,
50,100,
51,101,
52,103,
53,102,
54,101,
55,102,
56,100,
57,102,
58,101,
59,100,
60,100,
61,99,
62,99,
63,102,
64,101,
65,104,
66,103,
67,101,
68,98,
69,98,
70,100,
71,98,
72,99,
73,99,
74,101,
75,104,
76,101,
77,102,
78,100,
79,100,
80,104,
81,101,
82,98,
83,101,
84,101,
85,100,
86,100,
87,102,
88,101,
89,98,
90,100,
91,99,
92,99,
93,101,
94,103,
95,100,
96,99,
97,99,
98,101,
99,102,
