index,distance
0,103,
1,105,
2,102,
3,106,
4,108,
5,101,
6,107,
7,106,
8,108,
9,106,
10,103,
11,106,
12,108,
13,101,
14,101,
15,106,
16,105,
17,105,
18,109,
19,107,
20,103,
21,107,
22,103,
23,104,
24,102,
25,108,
26,105,
27,105,
28,108,
29,103,
30,103,
31,104,
32,107,
33,109,
34,102,
35,104,
36,110,
37,103,
38,105,
39,104,
40,109,
41,104,
42,107,
43,105,
44,105,
45,104,
46,104,
47,107,
48,105,
49,105,
50,105,
51,106,
52,104,
53,108,
54,104,
55,108,
56,103,
57,105,
58,104,
59,104,
60,103,
61,106,
62,107,
63,107,
64,109,
65,104,
66,109,
67,106,
68,106,
69,103,
70,103,
71,104,
72,108,
73,106,
74,104,
75,108,
76,107,
77,103,
78,106,
79,103,
80,107,
81,105,
82,106,
83,106,
84,106,
85,108,
86,104,
87,106,
88,105,
89,108,
90,105,
91,107,
92,103,
93,105,
94,103,
95,105,
96,105,
97,102,
98,105,
99,102,
