index,distance
0,102,
1,105,
2,105,
3,106,
4,107,
5,106,
6,105,
7,107,
8,104,
9,108,
10,105,
11,106,
12,107,
13,103,
14,104,
15,106,
16,105,
17,105,
18,106,
19,104,
20,109,
21,104,
22,105,
23,109,
24,105,
25,102,
26,103,
27,109,
28,103,
29,106,
30,103,
31,111,
32,107,
33,105,
34,106,
35,104,
36,102,
37,103,
38,103,
39,103,
40,106,
41,104,
42,105,
43,104,
44,106,
45,103,
46,104,
47,108,
48,105,
49,107,
50,105,
51,105,
52,109,
53,107,
54,109,
55,104,
56,110,
57,103,
58,107,
59,105,
60,104,
61,106,
62,106,
63,108,
64,108,
65,109,
66,104,
67,107,
68,107,
69,107,
70,106,
71,104,
72,104,
73,107,
74,106,
75,105,
76,105,
77,103,
78,106,
79,102,
80,109,
81,103,
82,109,
83,100,
84,105,
85,104,
86,104,
87,109,
88,105,
89,106,
90,105,
91,103,
92,107,
93,103,
94,106,
95,105,
96,107,
97,102,
98,107,
99,104,
