index,distance
0,100,
1,104,
2,100,
3,102,
4,101,
5,104,
6,102,
7,102,
8,103,
9,101,
10,103,
11,99,
12,101,
13,102,
14,101,
15,104,
16,102,
17,103,
18,103,
19,107,
20,101,
21,105,
22,101,
23,103,
24,104,
25,103,
26,101,
27,102,
28,99,
29,103,
30,103,
31,96,
32,99,
33,102,
34,103,
35,103,
36,100,
37,102,
38,97,
39,98,
40,104,
41,102,
42,102,
43,101,
44,101,
45,104,
46,101,
47,101,
48,101,
49,99,
50,101,
51,102,
52,101,
53,102,
54,100,
55,100,
56,100,
57,104,
58,102,
59,103,
60,99,
61,101,
62,102,
63,97,
64,104,
65,102,
66,103,
67,101,
68,100,
69,106,
70,105,
71,104,
72,106,
73,99,
74,100,
75,101,
76,104,
77,102,
78,101,
79,103,
80,98,
81,103,
82,104,
83,102,
84,106,
85,103,
86,101,
87,102,
88,100,
89,99,
90,104,
91,105,
92,104,
93,103,
94,101,
95,101,
96,103,
97,102,
98,102,
99,102,
