index,distance
0,101,
1,102,
2,105,
3,105,
4,104,
5,104,
6,100,
7,103,
8,102,
9,102,
10,104,
11,102,
12,108,
13,105,
14,103,
15,102,
16,109,
17,106,
18,102,
19,104,
20,102,
21,105,
22,106,
23,104,
24,102,
25,102,
26,101,
27,103,
28,99,
29,105,
30,101,
31,103,
32,105,
33,105,
34,102,
35,104,
36,103,
37,102,
38,103,
39,103,
40,106,
41,101,
42,103,
43,105,
44,105,
45,103,
46,105,
47,107,
48,105,
49,104,
50,108,
51,103,
52,101,
53,103,
54,103,
55,104,
56,104,
57,105,
58,107,
59,105,
60,103,
61,101,
62,102,
63,102,
64,102,
65,107,
66,104,
67,105,
68,105,
69,104,
70,105,
71,103,
72,105,
73,103,
74,105,
75,103,
76,103,
77,106,
78,103,
79,102,
80,102,
81,108,
82,101,
83,108,
84,105,
85,101,
86,104,
87,106,
88,109,
89,105,
90,105,
91,106,
92,102,
93,105,
94,105,
95,104,
96,104,
97,105,
98,105,
99,102,
