valore,media,devstd,error
30,38.92,1.1577139143750879,8.920000000000002
31,39.7,1.125314026523911,8.700000000000003
32,41.97,1.0746508139201758,9.969999999999999
33,43.105,1.1226203195691535,10.104999999999997
34,44.365,1.047502413616629,10.365000000000002
35,45.36,1.1074893513332682,10.36
36,46.56,1.1056729004611041,10.560000000000002
37,47.52,1.1603153270949484,10.520000000000003
38,49.195,1.2904656165654662,11.195
39,49.86,1.2156434282813438,10.86
40,51.125,1.202750198586974,11.125
41,52.385,1.2707671880526172,11.384999999999998
42,53.545,1.4205862615952491,11.545000000000002
43,54.675,1.2796729324598344,11.674999999999997
44,55.88,1.3015645784050802,11.880000000000003
45,57.23,1.2982787213040792,12.229999999999997
46,58.14,1.2482751919243886,12.14
47,59.255,1.231893994656339,12.255000000000003
48,60.385,1.2508389144689052,12.384999999999998
49,61.115,1.1911630227360437,12.115000000000002
50,62.455,1.110921117201044,12.454999999999998
51,63.335,1.174594979911872,12.335
52,63.96,1.2065149779260094,11.96
53,65.145,1.2004919427145742,12.144999999999996
54,65.995,1.1967187131452237,11.995000000000005
55,66.91,1.1613109902521384,11.909999999999997
56,68.04,1.0696357337968263,12.040000000000006
57,68.87,1.113236939026037,11.870000000000005
58,69.935,1.2033349805340507,11.935000000000002
59,70.88,1.2503667803597216,11.879999999999995
60,71.785,1.1642820808631795,11.784999999999997
61,72.79,1.1844469481003872,11.790000000000006
62,73.79,1.1368209221531884,11.790000000000006
63,75.165,1.2472180097397148,12.165000000000006
64,75.735,1.1274443016248439,11.735
65,76.845,1.17809786217628,11.844999999999999
66,77.785,1.2108284468239878,11.784999999999997
67,78.75,1.1808777929189138,11.75
68,79.81,1.1270542383937905,11.810000000000002
69,80.75,1.2750012316478434,11.75
70,81.29,1.1971070656516758,11.290000000000006
71,82.345,1.2096658453004416,11.344999999999999
72,83.225,1.1272660037524773,11.224999999999994
73,84.225,1.2048374022369763,11.224999999999994
74,85.25,1.176614682278257,11.25
75,86.08,1.1749478765301946,11.079999999999998
76,87.115,1.1126386763548186,11.114999999999995
77,87.73,1.2059734073753376,10.730000000000004
78,88.855,1.1622085196797003,10.855000000000004
79,89.91,1.3679386979711607,10.909999999999997
80,90.725,1.1731394978462855,10.724999999999994
81,91.605,1.1600446187918547,10.605000000000004
82,92.565,1.1843939145080147,10.564999999999998
83,93.785,1.1599579787918242,10.784999999999997
84,94.705,1.310174716953706,10.704999999999998
85,95.595,1.3712683488005222,10.594999999999999
86,96.66,1.2894625112189946,10.659999999999997
87,97.93,1.4160245859944323,10.930000000000007
88,98.81,1.4226806038259299,10.810000000000002
89,100.14,1.4143556872478193,11.14
90,101.18,1.3100308792248423,11.180000000000007
91,102.69,1.5736204774453004,11.689999999999998
92,103.665,1.4640670962464657,11.665000000000006
93,104.675,1.466330668076169,11.674999999999997
94,105.93,1.3617532299563246,11.930000000000007
95,107.515,1.3890363964103907,12.515
96,108.155,1.4805183799490078,12.155000000000001
97,109.55,1.4026177966278217,12.549999999999997
98,110.41,1.3494461920082725,12.409999999999997
99,111.4,1.3891177924157583,12.400000000000006
100,112.52,1.329827887756636,12.519999999999996
101,113.94,1.2863410771775,12.939999999999998
102,114.625,1.2214066361594207,12.625
103,115.545,1.2187706962551452,12.545000000000002
104,116.53,1.3029151698013546,12.530000000000001
105,117.605,1.2273986873418279,12.605000000000004
106,118.105,1.1270876776745582,12.105000000000004
107,118.92,1.2575800323193915,11.920000000000002
108,120.165,1.1936915420188907,12.165000000000006
109,121.31,1.1534958880807056,12.310000000000002
110,122.08,1.2615695735648997,12.079999999999998
111,123.1,1.2680852498964825,12.099999999999994
112,123.77,1.1976106866523526,11.769999999999996
113,124.96,1.193954621495706,11.959999999999994
114,125.68,1.2144854360476538,11.680000000000007
115,126.735,1.1754503039624549,11.735
116,127.61,1.2269584897943338,11.61
117,128.455,1.2672825356350605,11.455000000000013
118,129.36,1.244243024299348,11.360000000000014
119,130.2,1.2838384657074857,11.199999999999989
120,131.1,1.2877466588139268,11.099999999999994
121,132.025,1.301091540199958,11.025000000000006
122,132.945,1.3457452027608232,10.944999999999993
123,133.58,1.3831723786808818,10.580000000000013
124,134.985,1.3616332935598532,10.985000000000014
125,136.16,1.3761792567589688,11.159999999999997
126,137.19,1.4367397487115188,11.189999999999998
127,137.94,1.4992125236119038,10.939999999999998
128,138.775,1.4157672778125023,10.775000000000006
129,139.985,1.4370457551910318,10.985000000000014
130,141.24,1.4431957837908753,11.240000000000009
131,141.985,1.4370457551910318,10.985000000000014
132,143.4,1.4970658068871765,11.400000000000006
133,144.345,1.3948847685697696,11.344999999999999
134,145.285,1.3276249243285891,11.284999999999997
135,146.225,1.5415110383669117,11.224999999999994
136,147.565,1.4162641067613422,11.564999999999998
137,148.575,1.4263757354545354,11.574999999999989
138,149.35,1.3022979303897735,11.349999999999994
139,150.555,1.4994052422217319,11.555000000000007
140,151.43,1.4886842863826477,11.430000000000007
141,152.365,1.4943024119944606,11.365000000000009
142,153.7,1.3999282106504156,11.699999999999989
143,154.255,1.2877369031204673,11.254999999999995
144,155.215,1.4030745135067706,11.215000000000003
145,156.31,1.3869093654380225,11.310000000000002
146,157.35,1.475937654441743,11.349999999999994
147,158.26,1.4466735366377723,11.259999999999991
148,159.19,1.471299975562581,11.189999999999998
149,160.28,1.353053498145665,11.280000000000001
